time,tahoe_packet_loss2
877.0,0.0
878.0,0.1
879.0,0.3
880.0,0.6
881.0,0.0
882.0,0.0
883.0,0.0
884.0,0.0
885.0,0.7
886.0,0.3
887.0,0.0
888.0,0.0
889.0,0.0
890.0,0.1
891.0,0.0
892.0,0.8
893.0,0.2
894.0,0.2
895.0,0.0
896.0,0.6
897.0,0.0
898.0,0.0
899.0,0.1
900.0,0.6
901.0,0.2
902.0,0.2
903.0,0.0
904.0,0.0
905.0,0.6
906.0,0.1
907.0,0.0
908.0,0.8
909.0,0.0
910.0,0.1
911.0,0.1
912.0,0.6
913.0,0.0
914.0,0.0
915.0,0.2
916.0,0.0
917.0,0.8
918.0,0.0
919.0,0.0
920.0,0.0
921.0,0.2
922.0,0.1
923.0,0.0
924.0,0.6
925.0,0.1
926.0,0.1
927.0,0.0
928.0,0.8
929.0,0.0
930.0,0.0
931.0,0.1
932.0,0.6
933.0,0.1
934.0,0.1
935.0,0.2
936.0,0.0
937.0,0.6
938.0,0.1
939.0,0.0
940.0,0.6
941.0,0.1
942.0,0.2
943.0,0.1
944.0,0.6
945.0,0.0
946.0,0.0
947.0,0.0
948.0,0.3
949.0,0.7
950.0,0.0
951.0,0.0
952.0,0.0
953.0,0.0
954.0,0.1
955.0,0.0
956.0,0.9
957.0,0.0
958.0,0.1
959.0,0.0
960.0,0.6
961.0,0.0
962.0,0.0
963.0,0.3
964.0,0.7
965.0,0.0
966.0,0.1
967.0,0.0
968.0,0.0
969.0,0.8
970.0,0.1
971.0,0.0
972.0,0.7
973.0,0.0
974.0,0.0
975.0,0.1
976.0,0.8
977.0,0.0
978.0,0.0
979.0,0.1
980.0,0.0
981.0,0.7
982.0,0.0
983.0,0.2
984.0,0.2
985.0,0.0
986.0,0.1
987.0,0.1
988.0,0.6
989.0,0.0
990.0,0.1
991.0,0.2
992.0,0.6
993.0,0.0
994.0,0.0
995.0,0.2
996.0,0.6
997.0,0.0
998.0,0.3
999.0,0.0
