time,tahoe_goodput1
318.0,0.027999999999999997
319.0,0.032
320.0,0.023200000000000002
321.0,0.0424
322.0,0.035199999999999995
323.0,0.028800000000000003
324.0,0.032
325.0,0.049600000000000005
326.0,0.0408
327.0,0.0248
328.0,0.0456
329.0,0.029600000000000005
330.0,0.052000000000000005
331.0,0.0032
332.0,0.046400000000000004
333.0,0.032799999999999996
334.0,0.0496
335.0,0.0224
336.0,0.052000000000000005
337.0,0.0304
338.0,0.036
339.0,0.035199999999999995
340.0,0.0408
341.0,0.0216
342.0,0.0336
343.0,0.0424
344.0,0.011200000000000002
345.0,0.04
346.0,0.023200000000000002
347.0,0.022399999999999996
348.0,0.028800000000000003
349.0,0.031999999999999994
350.0,0.027999999999999997
351.0,0.038400000000000004
352.0,0.028000000000000004
353.0,0.0424
354.0,0.0376
355.0,0.0304
356.0,0.032
357.0,0.0456
358.0,0.0392
359.0,0.0256
360.0,0.049600000000000005
361.0,0.029600000000000005
362.0,0.0528
363.0,0.0032
364.0,0.0448
365.0,0.032799999999999996
366.0,0.048
367.0,0.024
368.0,0.0536
369.0,0.032
370.0,0.036
371.0,0.035199999999999995
372.0,0.04
373.0,0.0216
374.0,0.0336
375.0,0.0448
376.0,0.012000000000000002
377.0,0.038400000000000004
378.0,0.023200000000000002
379.0,0.022399999999999996
380.0,0.028000000000000004
381.0,0.031999999999999994
382.0,0.024800000000000003
383.0,0.033600000000000005
384.0,0.0256
385.0,0.0392
386.0,0.0344
387.0,0.028800000000000003
388.0,0.0312
389.0,0.0456
390.0,0.0392
391.0,0.028800000000000003
392.0,0.046400000000000004
393.0,0.027200000000000002
394.0,0.0512
395.0,0.0024000000000000002
396.0,0.0448
397.0,0.032799999999999996
398.0,0.048799999999999996
399.0,0.0256
400.0,0.0512
401.0,0.0312
402.0,0.0352
403.0,0.0344
404.0,0.04
405.0,0.0216
406.0,0.036
407.0,0.047200000000000006
408.0,0.013600000000000001
409.0,0.0392
410.0,0.024800000000000003
411.0,0.021599999999999998
412.0,0.028000000000000004
413.0,0.031999999999999994
414.0,0.0256
415.0,0.0352
416.0,0.0256
417.0,0.0408
418.0,0.0344
419.0,0.028000000000000004
420.0,0.0312
421.0,0.0456
422.0,0.0432
423.0,0.0264
424.0,0.047200000000000006
425.0,0.027200000000000002
426.0,0.0504
427.0,0.0024000000000000002
428.0,0.0448
429.0,0.0336
430.0,0.0512
431.0,0.024
432.0,0.052000000000000005
433.0,0.029600000000000005
434.0,0.0344
435.0,0.0344
436.0,0.04
437.0,0.024
438.0,0.036
439.0,0.0432
440.0,0.011200000000000002
441.0,0.044
442.0,0.028800000000000003
443.0,0.021599999999999998
444.0,0.0312
445.0,0.036
446.0,0.028000000000000004
447.0,0.031200000000000006
448.0,0.024
449.0,0.0392
450.0,0.0336
451.0,0.029599999999999998
452.0,0.0328
453.0,0.049600000000000005
454.0,0.040799999999999996
455.0,0.0256
456.0,0.0456
457.0,0.027200000000000002
458.0,0.052000000000000005
459.0,0.004
460.0,0.0456
461.0,0.036
462.0,0.0496
463.0,0.023200000000000002
464.0,0.0504
465.0,0.028800000000000003
466.0,0.0344
467.0,0.0344
468.0,0.04240000000000001
469.0,0.024
470.0,0.0344
471.0,0.0432
472.0,0.011200000000000002
473.0,0.038400000000000004
474.0,0.0224
475.0,0.021599999999999998
476.0,0.0304
477.0,0.035199999999999995
478.0,0.024
479.0,0.031200000000000006
480.0,0.024
481.0,0.038400000000000004
482.0,0.0336
483.0,0.028000000000000004
484.0,0.0352
485.0,0.047200000000000006
486.0,0.04
487.0,0.0256
488.0,0.0456
489.0,0.0264
490.0,0.0504
491.0,0.0032
492.0,0.048
493.0,0.0344
494.0,0.048799999999999996
495.0,0.024
496.0,0.0496
497.0,0.028800000000000003
498.0,0.036000000000000004
499.0,0.0416
500.0,0.044800000000000006
501.0,0.023200000000000002
502.0,0.0344
503.0,0.0432
504.0,0.008799999999999999
505.0,0.0368
506.0,0.0256
507.0,0.0256
508.0,0.0312
509.0,0.032799999999999996
510.0,0.024
511.0,0.031200000000000006
512.0,0.023200000000000002
513.0,0.038400000000000004
514.0,0.0336
515.0,0.0336
516.0,0.0328
517.0,0.046400000000000004
518.0,0.04
519.0,0.0256
520.0,0.0448
521.0,0.0264
522.0,0.0512
523.0,0.0056
524.0,0.046400000000000004
525.0,0.0336
526.0,0.048
527.0,0.0224
528.0,0.0496
529.0,0.028800000000000003
530.0,0.036
531.0,0.0416
532.0,0.049600000000000005
533.0,0.0248
534.0,0.036
535.0,0.047200000000000006
536.0,0.010400000000000001
537.0,0.0368
538.0,0.0248
539.0,0.0248
540.0,0.028800000000000003
541.0,0.0344
542.0,0.0256
543.0,0.032
544.0,0.023200000000000002
545.0,0.038400000000000004
546.0,0.0368
547.0,0.0304
548.0,0.032
549.0,0.048
550.0,0.041600000000000005
551.0,0.0248
552.0,0.0448
553.0,0.027200000000000002
554.0,0.053599999999999995
555.0,0.004
556.0,0.0456
557.0,0.0336
558.0,0.048
559.0,0.0224
560.0,0.0496
561.0,0.0304
562.0,0.0368
563.0,0.0376
564.0,0.041600000000000005
565.0,0.0224
566.0,0.0336
567.0,0.0424
568.0,0.008799999999999999
569.0,0.0392
570.0,0.0256
571.0,0.0232
572.0,0.028800000000000003
573.0,0.032799999999999996
574.0,0.023200000000000002
575.0,0.030400000000000003
576.0,0.023200000000000002
577.0,0.040799999999999996
578.0,0.0368
579.0,0.028800000000000003
580.0,0.032
581.0,0.046400000000000004
582.0,0.0392
583.0,0.0248
584.0,0.0448
585.0,0.030400000000000003
586.0,0.052000000000000005
587.0,0.0032
588.0,0.0456
589.0,0.0376
590.0,0.0496
591.0,0.024
592.0,0.0504
593.0,0.032
594.0,0.036
595.0,0.0368
596.0,0.04240000000000001
597.0,0.023200000000000002
598.0,0.035199999999999995
599.0,0.0424
600.0,0.011200000000000002
601.0,0.0392
602.0,0.023200000000000002
603.0,0.022399999999999996
604.0,0.028800000000000003
605.0,0.0336
606.0,0.023200000000000002
607.0,0.030400000000000003
608.0,0.0256
609.0,0.0416
610.0,0.0344
611.0,0.028800000000000003
612.0,0.032
613.0,0.0456
614.0,0.0392
615.0,0.0248
616.0,0.0488
617.0,0.028000000000000004
618.0,0.0512
619.0,0.0032
620.0,0.0456
621.0,0.0344
622.0,0.05439999999999999
623.0,0.029600000000000005
624.0,0.054400000000000004
625.0,0.033600000000000005
626.0,0.036800000000000006
627.0,0.0368
628.0,0.04
629.0,0.0216
630.0,0.0336
631.0,0.0448
632.0,0.012800000000000002
633.0,0.0392
634.0,0.023200000000000002
635.0,0.022399999999999996
636.0,0.028000000000000004
637.0,0.031999999999999994
638.0,0.023200000000000002
639.0,0.0344
640.0,0.0264
641.0,0.0392
642.0,0.0344
643.0,0.028800000000000003
644.0,0.0312
645.0,0.0456
646.0,0.0392
647.0,0.028800000000000003
648.0,0.046400000000000004
649.0,0.027200000000000002
650.0,0.0512
651.0,0.0032
652.0,0.0448
653.0,0.0344
654.0,0.0504
655.0,0.0256
656.0,0.0512
657.0,0.029600000000000005
658.0,0.036
659.0,0.0344
660.0,0.04
661.0,0.0216
662.0,0.036
663.0,0.044
664.0,0.010400000000000001
665.0,0.0376
666.0,0.023200000000000002
667.0,0.021599999999999998
668.0,0.028000000000000004
669.0,0.031999999999999994
670.0,0.0256
671.0,0.033600000000000005
672.0,0.024
673.0,0.0392
674.0,0.0344
675.0,0.028000000000000004
676.0,0.0312
677.0,0.0456
678.0,0.0432
679.0,0.028000000000000004
680.0,0.0488
681.0,0.028800000000000003
682.0,0.0512
683.0,0.0024000000000000002
684.0,0.0448
685.0,0.0336
686.0,0.0512
687.0,0.027200000000000002
688.0,0.0536
689.0,0.0304
690.0,0.0344
691.0,0.0344
692.0,0.04
693.0,0.023200000000000002
694.0,0.036
695.0,0.044
696.0,0.012000000000000002
697.0,0.0376
698.0,0.0224
699.0,0.021599999999999998
700.0,0.028000000000000004
701.0,0.0344
702.0,0.0264
703.0,0.031200000000000006
704.0,0.024
705.0,0.0392
706.0,0.0336
707.0,0.028000000000000004
708.0,0.0312
709.0,0.0488
710.0,0.0416
711.0,0.0256
712.0,0.0504
713.0,0.0352
714.0,0.052000000000000005
715.0,0.004
716.0,0.0504
717.0,0.0376
718.0,0.0496
719.0,0.023200000000000002
720.0,0.0504
721.0,0.028800000000000003
722.0,0.036000000000000004
723.0,0.036
724.0,0.0432
725.0,0.024
726.0,0.035199999999999995
727.0,0.044
728.0,0.009600000000000001
729.0,0.0368
730.0,0.024
731.0,0.0232
732.0,0.0304
733.0,0.035199999999999995
734.0,0.024800000000000003
735.0,0.031200000000000006
736.0,0.024
737.0,0.038400000000000004
738.0,0.0336
739.0,0.028000000000000004
740.0,0.0344
741.0,0.048
742.0,0.04
743.0,0.0256
744.0,0.047200000000000006
745.0,0.028000000000000004
746.0,0.0504
747.0,0.0024000000000000002
748.0,0.0488
749.0,0.0344
750.0,0.048799999999999996
751.0,0.023200000000000002
752.0,0.0496
753.0,0.028800000000000003
754.0,0.0344
755.0,0.035199999999999995
756.0,0.0432
757.0,0.023200000000000002
758.0,0.036
759.0,0.0432
760.0,0.008799999999999999
761.0,0.0368
762.0,0.0224
763.0,0.024
764.0,0.0312
765.0,0.031999999999999994
766.0,0.024
767.0,0.031200000000000006
768.0,0.023200000000000002
769.0,0.038400000000000004
770.0,0.038400000000000004
771.0,0.032
772.0,0.036000000000000004
773.0,0.046400000000000004
774.0,0.04
775.0,0.0256
776.0,0.0448
777.0,0.028000000000000004
778.0,0.052000000000000005
779.0,0.008
780.0,0.046400000000000004
781.0,0.0336
782.0,0.048799999999999996
783.0,0.0224
784.0,0.0496
785.0,0.028800000000000003
786.0,0.036800000000000006
787.0,0.0376
788.0,0.041600000000000005
789.0,0.0216
790.0,0.0344
791.0,0.0424
792.0,0.008799999999999999
793.0,0.0368
794.0,0.0248
795.0,0.024
796.0,0.028800000000000003
797.0,0.032799999999999996
798.0,0.024
799.0,0.030400000000000003
800.0,0.023200000000000002
801.0,0.038400000000000004
802.0,0.0376
803.0,0.0376
804.0,0.038400000000000004
805.0,0.049600000000000005
806.0,0.0432
807.0,0.0264
808.0,0.046400000000000004
809.0,0.0264
810.0,0.05439999999999999
811.0,0.004
812.0,0.0456
813.0,0.035199999999999995
814.0,0.0504
815.0,0.024
816.0,0.0496
817.0,0.029600000000000005
818.0,0.0376
819.0,0.036
820.0,0.0408
821.0,0.0248
822.0,0.0336
823.0,0.0424
824.0,0.008799999999999999
825.0,0.0392
826.0,0.024
827.0,0.0232
828.0,0.028800000000000003
829.0,0.032799999999999996
830.0,0.023200000000000002
831.0,0.030400000000000003
832.0,0.023200000000000002
833.0,0.040799999999999996
834.0,0.038400000000000004
835.0,0.0304
836.0,0.032
837.0,0.046400000000000004
838.0,0.0392
839.0,0.0248
840.0,0.0448
841.0,0.030400000000000003
842.0,0.052000000000000005
843.0,0.0032
844.0,0.0456
845.0,0.0336
846.0,0.048
847.0,0.0224
848.0,0.0504
849.0,0.032
850.0,0.036
851.0,0.035199999999999995
852.0,0.041600000000000005
853.0,0.0216
854.0,0.0336
855.0,0.0424
856.0,0.010400000000000001
857.0,0.0392
858.0,0.024
859.0,0.0232
860.0,0.0304
861.0,0.035199999999999995
862.0,0.024800000000000003
863.0,0.030400000000000003
864.0,0.0256
865.0,0.0416
866.0,0.0344
867.0,0.028800000000000003
868.0,0.033600000000000005
869.0,0.047200000000000006
870.0,0.0392
871.0,0.0248
872.0,0.048
873.0,0.028800000000000003
874.0,0.0512
875.0,0.0032
876.0,0.0456
877.0,0.0344
878.0,0.048
879.0,0.023200000000000002
880.0,0.0528
881.0,0.0304
882.0,0.0352
883.0,0.035199999999999995
884.0,0.04
885.0,0.0216
886.0,0.0336
887.0,0.044
888.0,0.011200000000000002
889.0,0.038400000000000004
890.0,0.024
891.0,0.022399999999999996
892.0,0.028000000000000004
893.0,0.0368
894.0,0.0312
895.0,0.0344
896.0,0.028000000000000004
897.0,0.0448
898.0,0.036
899.0,0.028800000000000003
900.0,0.0312
901.0,0.0456
902.0,0.0392
903.0,0.029600000000000005
904.0,0.0488
905.0,0.028800000000000003
906.0,0.0512
907.0,0.0032
908.0,0.0448
909.0,0.032799999999999996
910.0,0.048
911.0,0.028000000000000004
912.0,0.0528
913.0,0.029600000000000005
914.0,0.0352
915.0,0.0344
916.0,0.04
917.0,0.0216
918.0,0.0344
919.0,0.0456
920.0,0.010400000000000001
921.0,0.0392
922.0,0.023200000000000002
923.0,0.021599999999999998
924.0,0.028000000000000004
925.0,0.0336
926.0,0.027200000000000002
927.0,0.033600000000000005
928.0,0.023200000000000002
929.0,0.0392
930.0,0.0344
931.0,0.028000000000000004
932.0,0.0312
933.0,0.0456
934.0,0.0416
935.0,0.028000000000000004
936.0,0.0456
937.0,0.027200000000000002
938.0,0.0512
939.0,0.0024000000000000002
940.0,0.0448
941.0,0.032799999999999996
942.0,0.052000000000000005
943.0,0.024
944.0,0.0504
945.0,0.029600000000000005
946.0,0.0344
947.0,0.0344
948.0,0.04
949.0,0.0224
950.0,0.0368
951.0,0.0488
952.0,0.010400000000000001
953.0,0.0392
954.0,0.0224
955.0,0.021599999999999998
956.0,0.028000000000000004
957.0,0.0344
958.0,0.027200000000000002
959.0,0.0328
960.0,0.0256
961.0,0.0392
962.0,0.0336
963.0,0.028000000000000004
964.0,0.0312
965.0,0.048
966.0,0.0424
967.0,0.027200000000000002
968.0,0.0456
969.0,0.027200000000000002
970.0,0.0504
971.0,0.0024000000000000002
972.0,0.0448
973.0,0.0368
974.0,0.0496
975.0,0.023200000000000002
976.0,0.0504
977.0,0.029600000000000005
978.0,0.0344
979.0,0.0344
980.0,0.0408
981.0,0.0248
982.0,0.035199999999999995
983.0,0.0448
984.0,0.016000000000000004
985.0,0.043199999999999995
986.0,0.0256
987.0,0.0248
988.0,0.032
989.0,0.036
990.0,0.024
991.0,0.031200000000000006
992.0,0.024
993.0,0.038400000000000004
994.0,0.035199999999999995
995.0,0.029599999999999998
996.0,0.0352
997.0,0.0488
998.0,0.04
999.0,0.0256
