time,tahoe_goodput2
417.0,0.06000000000000001
418.0,0.0624
419.0,0.0648
420.0,0.055200000000000006
421.0,0.05519999999999999
422.0,0.055999999999999994
423.0,0.0736
424.0,0.0352
425.0,0.05920000000000001
426.0,0.0528
427.0,0.047200000000000006
428.0,0.054400000000000004
429.0,0.0648
430.0,0.046400000000000004
431.0,0.0616
432.0,0.0392
433.0,0.06720000000000001
434.0,0.05840000000000001
435.0,0.0568
436.0,0.0616
437.0,0.07359999999999998
438.0,0.0664
439.0,0.0352
440.0,0.0672
441.0,0.0536
442.0,0.0648
443.0,0.024800000000000003
444.0,0.0712
445.0,0.057600000000000005
446.0,0.0728
447.0,0.038400000000000004
448.0,0.0736
449.0,0.06080000000000001
450.0,0.0632
451.0,0.055200000000000006
452.0,0.06000000000000001
453.0,0.05279999999999999
454.0,0.04639999999999999
455.0,0.0752
456.0,0.0344
457.0,0.06720000000000001
458.0,0.04800000000000001
459.0,0.0512
460.0,0.052000000000000005
461.0,0.05119999999999999
462.0,0.0456
463.0,0.0608
464.0,0.05120000000000001
465.0,0.06960000000000001
466.0,0.05439999999999999
467.0,0.0632
468.0,0.04
469.0,0.07519999999999999
470.0,0.06160000000000001
471.0,0.0536
472.0,0.06799999999999999
473.0,0.059199999999999996
474.0,0.0696
475.0,0.0176
476.0,0.072
477.0,0.057600000000000005
478.0,0.07599999999999998
479.0,0.050400000000000014
480.0,0.0744
481.0,0.05840000000000001
482.0,0.05600000000000001
483.0,0.06319999999999999
484.0,0.06240000000000001
485.0,0.0528
486.0,0.0576
487.0,0.0744
488.0,0.027199999999999995
489.0,0.0648
490.0,0.05120000000000001
491.0,0.0504
492.0,0.0512
493.0,0.0632
494.0,0.046400000000000004
495.0,0.0472
496.0,0.0536
497.0,0.06240000000000001
498.0,0.0568
499.0,0.05600000000000001
500.0,0.05519999999999999
501.0,0.07279999999999999
502.0,0.05439999999999999
503.0,0.05600000000000001
504.0,0.0672
505.0,0.05600000000000001
506.0,0.0712
507.0,0.03280000000000001
508.0,0.0688
509.0,0.0512
510.0,0.0752
511.0,0.05120000000000001
512.0,0.0736
513.0,0.05600000000000001
514.0,0.0632
515.0,0.06080000000000001
516.0,0.048
517.0,0.053599999999999995
518.0,0.05600000000000001
519.0,0.076
520.0,0.0376
521.0,0.06720000000000001
522.0,0.05120000000000001
523.0,0.027999999999999997
524.0,0.0512
525.0,0.0608
526.0,0.048
527.0,0.064
528.0,0.0512
529.0,0.06240000000000001
530.0,0.04639999999999999
531.0,0.0536
532.0,0.050399999999999986
533.0,0.0664
534.0,0.06400000000000002
535.0,0.048
536.0,0.06400000000000002
537.0,0.06000000000000001
538.0,0.0744
539.0,0.03280000000000001
540.0,0.07039999999999999
541.0,0.05920000000000001
542.0,0.07519999999999999
543.0,0.04960000000000001
544.0,0.068
545.0,0.0432
546.0,0.0624
547.0,0.05920000000000001
548.0,0.0648
549.0,0.0512
550.0,0.05840000000000001
551.0,0.0736
552.0,0.039999999999999994
553.0,0.064
554.0,0.04880000000000001
555.0,0.0488
556.0,0.05199999999999999
557.0,0.0632
558.0,0.0424
559.0,0.0624
560.0,0.05120000000000001
561.0,0.068
562.0,0.05600000000000001
563.0,0.05600000000000001
564.0,0.0576
565.0,0.0664
566.0,0.068
567.0,0.049600000000000005
568.0,0.0696
569.0,0.05920000000000001
570.0,0.072
571.0,0.0344
572.0,0.057600000000000005
573.0,0.0632
574.0,0.07599999999999998
575.0,0.04560000000000001
576.0,0.0744
577.0,0.06160000000000001
578.0,0.06000000000000001
579.0,0.0424
580.0,0.06399999999999999
581.0,0.052000000000000005
582.0,0.0608
583.0,0.06559999999999999
584.0,0.039999999999999994
585.0,0.0568
586.0,0.0512
587.0,0.046400000000000004
588.0,0.05279999999999999
589.0,0.06000000000000001
590.0,0.0448
591.0,0.0624
592.0,0.05200000000000001
593.0,0.06400000000000002
594.0,0.05600000000000001
595.0,0.057600000000000005
596.0,0.06
597.0,0.07200000000000001
598.0,0.0632
599.0,0.054400000000000004
600.0,0.048
601.0,0.057600000000000005
602.0,0.0712
603.0,0.03440000000000001
604.0,0.0744
605.0,0.06080000000000001
606.0,0.0672
607.0,0.05120000000000001
608.0,0.0712
609.0,0.05920000000000001
610.0,0.0616
611.0,0.06400000000000002
612.0,0.0648
613.0,0.0464
614.0,0.0496
615.0,0.0752
616.0,0.0344
617.0,0.0648
618.0,0.04960000000000001
619.0,0.0504
620.0,0.038400000000000004
621.0,0.0632
622.0,0.0424
623.0,0.05519999999999999
624.0,0.0432
625.0,0.0632
626.0,0.052000000000000005
627.0,0.06000000000000001
628.0,0.05119999999999999
629.0,0.07279999999999999
630.0,0.0664
631.0,0.0536
632.0,0.06559999999999999
633.0,0.0528
634.0,0.0736
635.0,0.027200000000000002
636.0,0.0736
637.0,0.05600000000000001
638.0,0.07759999999999999
639.0,0.04880000000000001
640.0,0.0688
641.0,0.06160000000000001
642.0,0.0512
643.0,0.06480000000000001
644.0,0.06399999999999999
645.0,0.04560000000000001
646.0,0.0608
647.0,0.0712
648.0,0.0376
649.0,0.0472
650.0,0.052000000000000005
651.0,0.048
652.0,0.053599999999999995
653.0,0.0632
654.0,0.048
655.0,0.0608
656.0,0.0328
657.0,0.06400000000000002
658.0,0.057600000000000005
659.0,0.06080000000000001
660.0,0.05839999999999999
661.0,0.07519999999999999
662.0,0.06240000000000001
663.0,0.0528
664.0,0.06480000000000001
665.0,0.05840000000000001
666.0,0.0744
667.0,0.0376
668.0,0.06720000000000001
669.0,0.054400000000000004
670.0,0.0752
671.0,0.047200000000000006
672.0,0.072
673.0,0.06240000000000001
674.0,0.0632
675.0,0.06560000000000002
676.0,0.04240000000000001
677.0,0.05600000000000001
678.0,0.053599999999999995
679.0,0.0728
680.0,0.0328
681.0,0.06080000000000001
682.0,0.05120000000000001
683.0,0.04
684.0,0.0536
685.0,0.064
686.0,0.0456
687.0,0.06
688.0,0.046400000000000004
689.0,0.06720000000000001
690.0,0.04959999999999999
691.0,0.05920000000000001
692.0,0.05919999999999999
693.0,0.07359999999999998
694.0,0.06720000000000001
695.0,0.0504
696.0,0.0672
697.0,0.0464
698.0,0.07680000000000001
699.0,0.028800000000000003
700.0,0.0752
701.0,0.06000000000000001
702.0,0.07519999999999999
703.0,0.04880000000000001
704.0,0.055200000000000006
705.0,0.06160000000000001
706.0,0.064
707.0,0.055999999999999994
708.0,0.0672
709.0,0.0512
710.0,0.0528
711.0,0.06160000000000001
712.0,0.033600000000000005
713.0,0.0568
714.0,0.04640000000000001
715.0,0.04560000000000001
716.0,0.048
717.0,0.06000000000000001
718.0,0.048
719.0,0.0424
720.0,0.052000000000000005
721.0,0.0656
722.0,0.05600000000000001
723.0,0.057600000000000005
724.0,0.059199999999999996
725.0,0.07279999999999999
726.0,0.046400000000000004
727.0,0.052000000000000005
728.0,0.0672
729.0,0.06160000000000001
730.0,0.06799999999999999
731.0,0.036
732.0,0.0712
733.0,0.06080000000000001
734.0,0.0744
735.0,0.04960000000000001
736.0,0.0736
737.0,0.06400000000000002
738.0,0.05600000000000001
739.0,0.05920000000000001
740.0,0.06239999999999999
741.0,0.0512
742.0,0.05600000000000001
743.0,0.076
744.0,0.035199999999999995
745.0,0.0664
746.0,0.033600000000000005
747.0,0.0528
748.0,0.0472
749.0,0.0648
750.0,0.0456
751.0,0.064
752.0,0.05200000000000001
753.0,0.0528
754.0,0.05840000000000001
755.0,0.05920000000000001
756.0,0.05839999999999999
757.0,0.07279999999999999
758.0,0.06560000000000002
759.0,0.054400000000000004
760.0,0.0512
761.0,0.05600000000000001
762.0,0.0744
763.0,0.03440000000000001
764.0,0.072
765.0,0.05920000000000001
766.0,0.072
767.0,0.05120000000000001
768.0,0.0736
769.0,0.05600000000000001
770.0,0.06000000000000001
771.0,0.05920000000000001
772.0,0.06080000000000001
773.0,0.0528
774.0,0.0376
775.0,0.0752
776.0,0.036
777.0,0.0568
778.0,0.04800000000000001
779.0,0.047200000000000006
780.0,0.0504
781.0,0.045599999999999995
782.0,0.046400000000000004
783.0,0.064
784.0,0.050400000000000014
785.0,0.06960000000000001
786.0,0.05600000000000001
787.0,0.0568
788.0,0.0576
789.0,0.07199999999999998
790.0,0.0664
791.0,0.0568
792.0,0.06480000000000001
793.0,0.0624
794.0,0.06399999999999999
795.0,0.036
796.0,0.0672
797.0,0.0632
798.0,0.07599999999999998
799.0,0.0536
800.0,0.06720000000000001
801.0,0.0504
802.0,0.059199999999999996
803.0,0.05600000000000001
804.0,0.054400000000000004
805.0,0.0472
806.0,0.05439999999999999
807.0,0.0744
808.0,0.027200000000000002
809.0,0.05840000000000001
810.0,0.047200000000000006
811.0,0.047200000000000006
812.0,0.05199999999999999
813.0,0.0624
814.0,0.0456
815.0,0.0616
816.0,0.0456
817.0,0.06720000000000001
818.0,0.055200000000000006
819.0,0.05920000000000001
820.0,0.05839999999999999
821.0,0.07120000000000001
822.0,0.0688
823.0,0.0416
824.0,0.07039999999999999
825.0,0.0568
826.0,0.0744
827.0,0.03200000000000001
828.0,0.0728
829.0,0.06240000000000001
830.0,0.0624
831.0,0.04560000000000001
832.0,0.0736
833.0,0.06080000000000001
834.0,0.05920000000000001
835.0,0.06080000000000001
836.0,0.0648
837.0,0.0368
838.0,0.06000000000000001
839.0,0.06559999999999999
840.0,0.0376
841.0,0.06400000000000002
842.0,0.04880000000000001
843.0,0.047200000000000006
844.0,0.0512
845.0,0.0648
846.0,0.047200000000000006
847.0,0.06639999999999999
848.0,0.05120000000000001
849.0,0.0664
850.0,0.047999999999999994
851.0,0.06000000000000001
852.0,0.056799999999999996
853.0,0.07759999999999999
854.0,0.06400000000000002
855.0,0.0568
856.0,0.0672
857.0,0.045599999999999995
858.0,0.07039999999999999
859.0,0.033600000000000005
860.0,0.0712
861.0,0.0608
862.0,0.0672
863.0,0.0528
864.0,0.0624
865.0,0.06000000000000001
866.0,0.06
867.0,0.0632
868.0,0.06399999999999999
869.0,0.0504
870.0,0.05199999999999999
871.0,0.06799999999999999
872.0,0.036
873.0,0.0616
874.0,0.0504
875.0,0.049600000000000005
876.0,0.053599999999999995
877.0,0.0632
878.0,0.03679999999999999
879.0,0.064
880.0,0.0488
881.0,0.0656
882.0,0.0576
883.0,0.05920000000000001
884.0,0.0616
885.0,0.055200000000000006
886.0,0.0688
887.0,0.052000000000000005
888.0,0.06639999999999999
889.0,0.05840000000000001
890.0,0.072
891.0,0.0344
892.0,0.0632
893.0,0.054400000000000004
894.0,0.0688
895.0,0.044800000000000006
896.0,0.0656
897.0,0.0568
898.0,0.05840000000000001
899.0,0.06560000000000002
900.0,0.047200000000000006
901.0,0.048799999999999996
902.0,0.0568
903.0,0.0728
904.0,0.0312
905.0,0.064
906.0,0.04960000000000001
907.0,0.0344
908.0,0.0528
909.0,0.055200000000000006
910.0,0.048
911.0,0.0608
912.0,0.048
913.0,0.06720000000000001
914.0,0.0368
915.0,0.0632
916.0,0.055999999999999994
917.0,0.07759999999999999
918.0,0.0664
919.0,0.0536
920.0,0.06080000000000001
921.0,0.05920000000000001
922.0,0.072
923.0,0.0368
924.0,0.0696
925.0,0.0616
926.0,0.0744
927.0,0.04240000000000001
928.0,0.072
929.0,0.06000000000000001
930.0,0.064
931.0,0.0648
932.0,0.05920000000000001
933.0,0.05519999999999999
934.0,0.04479999999999999
935.0,0.072
936.0,0.0352
937.0,0.0648
938.0,0.052000000000000005
939.0,0.0512
940.0,0.04479999999999999
941.0,0.048
942.0,0.0456
943.0,0.0608
944.0,0.0512
945.0,0.0656
946.0,0.06000000000000001
947.0,0.05600000000000001
948.0,0.0616
949.0,0.07359999999999998
950.0,0.06400000000000002
951.0,0.0488
952.0,0.06240000000000001
953.0,0.06000000000000001
954.0,0.0744
955.0,0.014400000000000001
956.0,0.0728
957.0,0.06080000000000001
958.0,0.0728
959.0,0.04640000000000001
960.0,0.07039999999999999
961.0,0.06400000000000002
962.0,0.0456
963.0,0.05920000000000001
964.0,0.06319999999999999
965.0,0.053599999999999995
966.0,0.055200000000000006
967.0,0.0728
968.0,0.035199999999999995
969.0,0.0664
970.0,0.050400000000000014
971.0,0.041600000000000005
972.0,0.055200000000000006
973.0,0.06080000000000001
974.0,0.048
975.0,0.05519999999999999
976.0,0.0528
977.0,0.0648
978.0,0.059199999999999996
979.0,0.06080000000000001
980.0,0.0616
981.0,0.07199999999999998
982.0,0.05439999999999999
983.0,0.032
984.0,0.0632
985.0,0.0536
986.0,0.06319999999999999
987.0,0.03280000000000001
988.0,0.0696
989.0,0.05920000000000001
990.0,0.0664
991.0,0.04960000000000001
992.0,0.0736
993.0,0.06240000000000001
994.0,0.057600000000000005
995.0,0.06080000000000001
996.0,0.06319999999999999
997.0,0.044
998.0,0.058399999999999994
999.0,0.072
